Order_ID,Order_Date,Customer_ID,Customer_Name,Region,City,Category,Sub_Category,Product_Name,Quantity,Price,Discount,Payment_Mode,Shipping_Cost,Profit
1022,2024-08-14,71,Suman,East,Delhi,Clothing,Jeans,Study Table,5,24214,20,NetBanking,331,9123.73
1023,2024-07-06,199,Neha,East,Jaipur,Clothing,Jacket,Office Chair,4,6480,10,COD,170,2385.78
1024,2024-03-20,42,Suman,East,Jaipur,Furniture,Chair,Wooden Bed,5,57196,5,Card,123,61658.18
1025,2024-06-11,77,Amit,West,Pune,Books,Magazine,Office Chair,1,69656,10,COD,538,15576.66
1026,2024-05-02,74,Suman,North,Kolkata,Electronics,TV,Office Chair,3,48093,20,COD,682,24326.51
1027,2024-03-01,103,Ankit,East,Mumbai,Books,Magazine,iPhone,5,68081,10,COD,338,64883.78
1028,2024-04-26,117,Amit,South,Mumbai,Books,Study,Wooden Bed,1,51388,0,NetBanking,187,6235.49
1029,2025-05-13,94,Kiran,South,Hyderabad,Grocery,Oil,Wooden Bed,3,68182,0,UPI,240,46410.88
1030,2024-04-17,172,Nisha,West,Chennai,Books,Study,Jeans Pant,2,13259,15,NetBanking,497,4350.76
1031,2025-04-02,135,Suman,South,Kolkata,Books,Magazine,Jeans Pant,1,2627,5,UPI,440,443.92
1032,2024-06-03,148,Neha,East,Pune,Electronics,Mobile,Office Chair,5,7004,0,COD,108,8160.08
1033,2024-10-11,189,Nisha,North,Delhi,Clothing,Jeans,Jeans Pant,5,64887,5,NetBanking,641,54022.65
1034,2024-10-31,153,Nisha,West,Chennai,Furniture,Sofa,iPhone,5,57825,20,COD,234,45831.24
1035,2024-11-27,4,Ankit,East,Kolkata,Grocery,Rice,Office Chair,3,37714,20,Card,429,10013.32
1036,2024-04-01,182,Vikas,East,Delhi,Grocery,Snacks,Study Table,1,15638,5,NetBanking,601,3194.56
1037,2024-10-26,120,Ankit,South,Chennai,Books,Study,Wooden Bed,2,44619,15,NetBanking,568,18640.84
1038,2025-03-05,173,Neha,East,Chennai,Grocery,Snacks,Samsung TV,4,35840,20,NetBanking,396,21605.61
1039,2025-05-11,78,Ravi,South,Pune,Books,Study,Samsung TV,2,27023,5,COD,210,12013.05
1040,2024-03-04,41,Rohit,South,Hyderabad,Books,Study,Polo Tshirt,5,28962,5,UPI,414,12288.68
1041,2025-03-16,104,Nisha,South,Chennai,Grocery,Oil,iPhone,4,26819,5,COD,632,18678.88
1042,2024-03-12,134,Suman,East,Chennai,Books,Magazine,Story Book,2,2805,20,Card,461,717.84
1043,2024-03-22,168,Rohit,East,Chennai,Furniture,Chair,Samsung TV,2,36128,15,Card,314,7554.73
1044,2024-03-14,15,Pooja,North,Chennai,Clothing,Jacket,Study Table,3,28308,20,COD,217,8857.42
1045,2024-03-12,142,Kiran,West,Mumbai,Books,Novel,Study Table,5,36778,20,NetBanking,369,17727.99
1046,2024-06-23,32,Suman,East,Kolkata,Grocery,Fruits,Samsung TV,3,58589,0,NetBanking,78,31338.19
1047,2025-05-11,14,Neha,South,Hyderabad,Grocery,Oil,Rice Pack,4,10971,0,NetBanking,278,4815.48
1048,2024-09-18,96,Rahul,West,Chennai,Electronics,Headphone,Polo Tshirt,5,31309,10,COD,311,17554.42
1049,2024-05-22,142,Suman,North,Mumbai,Electronics,Mobile,Wooden Bed,5,60116,5,Card,137,38796.82
1050,2024-06-17,22,Rahul,South,Delhi,Furniture,Bed,Wooden Bed,1,65916,0,UPI,284,13455.73
1051,2024-04-08,140,Priya,West,Jaipur,Books,Novel,Story Book,1,15104,10,COD,611,2524.53
1052,2025-04-29,187,Nisha,West,Delhi,Books,Novel,Office Chair,1,48548,20,NetBanking,495,6198.25
1053,2024-01-15,126,Neha,East,Chennai,Clothing,Jacket,Dell Laptop,4,55343,0,NetBanking,696,46074.55
1054,2024-09-30,98,Ankit,West,Bangalore,Electronics,TV,Samsung TV,1,36386,15,NetBanking,403,5927.63
1055,2024-07-27,132,Nisha,West,Kolkata,Electronics,Mobile,Samsung TV,1,44556,5,UPI,225,5321.31
1056,2025-02-25,47,Kiran,West,Kolkata,Books,Novel,iPhone,5,40554,10,UPI,672,25020.22
1057,2025-01-30,59,Amit,East,Kolkata,Grocery,Rice,Study Table,5,58822,10,NetBanking,133,64257.69
1058,2024-01-10,78,Ravi,North,Delhi,Furniture,Bed,Story Book,3,10448,0,COD,270,4318.5
1059,2024-01-16,144,Ankit,East,Delhi,Furniture,Sofa,Study Table,5,3016,0,UPI,625,2632.23
1060,2025-05-08,183,Suman,West,Bangalore,Furniture,Bed,Wooden Bed,3,63459,0,Card,133,43590.52
1061,2024-01-12,110,Vikas,North,Kolkata,Furniture,Sofa,Dell Laptop,5,20846,5,NetBanking,631,21758.75
1062,2024-01-29,184,Vikas,North,Hyderabad,Clothing,Tshirt,Samsung TV,3,29576,15,UPI,181,15551.39
1063,2024-08-12,53,Neha,East,Jaipur,Furniture,Table,Polo Tshirt,1,31387,20,NetBanking,369,3627.49
1064,2024-05-26,24,Neha,South,Delhi,Furniture,Table,Samsung TV,4,21872,20,UPI,345,16804.58
1065,2024-04-02,165,Vikas,North,Bangalore,Furniture,Chair,iPhone,2,38271,5,Card,165,10279.49
1066,2025-02-16,119,Rohit,South,Mumbai,Electronics,Mobile,Study Table,4,13464,20,NetBanking,633,9028.59
1067,2024-12-18,118,Vikas,West,Pune,Furniture,Table,Story Book,3,10887,10,NetBanking,94,3296.64
1068,2024-04-10,161,Pooja,East,Kolkata,Furniture,Sofa,Polo Tshirt,4,51972,0,Card,690,20616.18
1069,2024-01-17,105,Priya,West,Jaipur,Furniture,Bed,Study Table,3,44973,0,NetBanking,395,32350.39
1070,2024-06-01,6,Vikas,South,Kolkata,Grocery,Rice,Jeans Pant,5,3568,0,COD,446,4137.73
1071,2024-02-27,198,Ankit,South,Chennai,Books,Comics,Samsung TV,4,53056,5,COD,110,28033.57
1072,2024-01-23,129,Ankit,West,Pune,Books,Comics,Wooden Bed,3,1267,5,Card,413,350.47
1073,2025-03-06,2,Kiran,East,Pune,Electronics,Headphone,iPhone,4,40873,0,Card,50,22117.26
1074,2024-06-20,102,Nisha,South,Bangalore,Grocery,Snacks,Office Chair,4,51484,20,COD,193,15069.7
1075,2025-05-10,117,Suman,South,Pune,Clothing,Tshirt,Story Book,3,64204,10,UPI,545,39253.84
1076,2025-01-23,97,Rohit,South,Kolkata,Grocery,Snacks,Polo Tshirt,4,36271,15,Card,213,26874.57
1077,2024-06-25,90,Pooja,South,Chennai,Grocery,Fruits,Polo Tshirt,2,5593,15,COD,386,2131.97
1078,2025-02-21,104,Rohit,North,Pune,Clothing,Tshirt,Rice Pack,2,52141,10,UPI,473,17083.92
1079,2025-05-08,49,Nisha,South,Jaipur,Electronics,Headphone,iPhone,5,67677,5,UPI,287,28592.57
1080,2024-10-06,106,Ankit,North,Pune,Clothing,Tshirt,Office Chair,2,46449,15,COD,527,10137.51
1081,2024-04-21,126,Priya,South,Hyderabad,Clothing,Tshirt,Dell Laptop,1,60667,5,COD,255,11351.02
1082,2025-03-30,62,Ankit,North,Jaipur,Books,Comics,Samsung TV,2,64304,0,UPI,219,29110.33
1083,2024-11-24,50,Neha,East,Pune,Books,Novel,Office Chair,2,29476,20,COD,391,5455.33
1084,2024-04-09,121,Vikas,South,Bangalore,Clothing,Shirt,Polo Tshirt,2,16753,5,UPI,693,4600.29
1085,2024-10-22,132,Ravi,West,Bangalore,Electronics,Mobile,Dell Laptop,5,13117,20,Card,67,5232.69
1086,2024-09-26,16,Rohit,South,Jaipur,Grocery,Fruits,Dell Laptop,3,21374,5,NetBanking,603,5829.04
1087,2024-11-26,170,Nisha,East,Pune,Grocery,Oil,Dell Laptop,4,33805,0,Card,253,31113.32
1088,2025-04-05,150,Kiran,East,Pune,Clothing,Shirt,Samsung TV,4,40946,10,UPI,96,27991.57
1089,2025-05-12,167,Amit,West,Mumbai,Books,Novel,Story Book,1,58062,10,Card,60,7342.83
1090,2024-10-16,25,Priya,West,Chennai,Books,Magazine,Office Chair,4,33100,15,NetBanking,655,23419.78
1091,2024-12-16,134,Amit,South,Kolkata,Grocery,Oil,Samsung TV,4,27714,20,Card,622,19516.55
1092,2025-01-13,54,Ravi,West,Mumbai,Clothing,Shirt,Wooden Bed,5,18167,0,COD,307,8561.67
1093,2024-07-30,46,Vikas,North,Kolkata,Books,Novel,Story Book,3,15062,20,UPI,553,4464.66
1094,2024-01-02,104,Priya,East,Delhi,Electronics,TV,Wooden Bed,5,66638,0,NetBanking,494,79391.47
1095,2025-04-09,48,Rohit,North,Chennai,Electronics,Mobile,Study Table,5,28617,15,NetBanking,674,26587.22
1096,2025-04-16,179,Priya,West,Chennai,Clothing,Tshirt,Study Table,2,53811,15,UPI,305,9758.21
1097,2025-03-13,63,Amit,North,Bangalore,Grocery,Snacks,Study Table,5,12391,5,NetBanking,462,10643.06
1098,2025-02-20,100,Kiran,East,Chennai,Clothing,Jacket,Polo Tshirt,4,20034,15,COD,671,9064.24
1099,2024-03-09,76,Pooja,West,Bangalore,Clothing,Jeans,iPhone,5,6900,5,NetBanking,414,7434.75
1100,2025-05-15,50,Ankit,South,Kolkata,Electronics,Headphone,Study Table,4,35173,15,COD,633,15564.56
1101,2024-09-19,46,Pooja,South,Bangalore,Furniture,Sofa,Jeans Pant,1,15829,0,NetBanking,553,3657.84
1102,2024-09-22,128,Suman,South,Pune,Clothing,Tshirt,Story Book,5,18025,10,COD,134,19495.99
1103,2024-12-25,180,Neha,North,Chennai,Clothing,Shirt,Office Chair,1,33213,15,COD,460,4645.85
1104,2024-09-26,23,Pooja,East,Kolkata,Grocery,Snacks,Office Chair,4,66249,15,Card,371,34963.12
1105,2024-03-17,128,Ankit,East,Hyderabad,Furniture,Bed,Story Book,1,32983,5,Card,384,4033.65
1106,2024-07-18,149,Neha,North,Delhi,Grocery,Snacks,iPhone,4,5264,20,UPI,124,4183.71
1107,2024-12-11,124,Ankit,West,Kolkata,Books,Magazine,iPhone,4,4900,10,COD,539,4094.3
1108,2025-03-11,173,Rohit,East,Kolkata,Clothing,Jeans,iPhone,1,52783,20,UPI,78,5183
1109,2024-02-03,70,Nisha,South,Delhi,Clothing,Jeans,Study Table,2,34410,0,UPI,410,7711.39
1110,2024-05-29,101,Vikas,West,Chennai,Grocery,Oil,Jeans Pant,4,6254,20,COD,566,4460.72
1111,2025-04-11,99,Amit,West,Bangalore,Furniture,Table,Story Book,1,67716,20,UPI,529,8965.58
1112,2024-01-16,117,Suman,North,Chennai,Books,Study,Office Chair,4,55611,5,Card,176,27676.96
1113,2025-05-15,71,Nisha,North,Kolkata,Electronics,TV,Study Table,4,10195,15,NetBanking,376,7594.13
1114,2024-04-15,49,Pooja,West,Jaipur,Furniture,Sofa,Samsung TV,2,40212,0,Card,113,11178.88
1115,2024-03-05,183,Nisha,South,Delhi,Electronics,TV,Samsung TV,3,17925,10,NetBanking,531,9511.61
1116,2024-08-29,111,Amit,North,Pune,Grocery,Oil,Wooden Bed,4,27609,20,UPI,291,17385.39
1117,2025-05-02,75,Suman,East,Hyderabad,Electronics,Mobile,Story Book,4,63736,10,Card,355,41158.7
1118,2024-08-31,56,Nisha,North,Bangalore,Grocery,Fruits,Rice Pack,2,59381,15,NetBanking,256,22141.81
1119,2025-03-05,54,Rohit,North,Pune,Clothing,Shirt,Jeans Pant,5,51072,0,UPI,411,55388.22
1120,2025-04-14,112,Ravi,South,Mumbai,Clothing,Jeans,Polo Tshirt,2,48351,10,Card,648,20444.83
1121,2024-12-05,130,Ravi,South,Kolkata,Grocery,Snacks,Rice Pack,5,30711,15,UPI,220,31896.99
1122,2024-07-01,29,Nisha,South,Hyderabad,Clothing,Jacket,Polo Tshirt,5,39577,20,UPI,505,17233.96
1123,2024-11-24,121,Suman,South,Hyderabad,Clothing,Jeans,Jeans Pant,4,35154,5,UPI,212,13306.6
1124,2024-07-01,73,Suman,East,Pune,Books,Novel,Jeans Pant,1,4968,5,Card,331,423.29
1125,2024-06-08,116,Rahul,North,Hyderabad,Books,Magazine,Wooden Bed,5,64543,20,Card,67,48032.63
1126,2025-04-22,46,Amit,North,Delhi,Furniture,Table,Samsung TV,1,45878,10,COD,417,9138.68
1127,2025-03-10,104,Rahul,South,Kolkata,Electronics,Headphone,iPhone,1,15201,10,NetBanking,114,1596.24
1128,2024-08-26,99,Priya,East,Jaipur,Books,Novel,Study Table,3,16332,15,Card,361,6365.71
1129,2025-04-02,15,Rahul,South,Delhi,Books,Comics,Dell Laptop,2,8553,15,COD,122,2306.25
1130,2024-08-15,133,Vikas,East,Kolkata,Clothing,Jeans,Samsung TV,4,24467,5,COD,644,11073.31
1131,2024-09-06,92,Priya,North,Chennai,Books,Magazine,Jeans Pant,2,59969,20,COD,675,20993.13
1132,2024-01-12,51,Rahul,East,Pune,Clothing,Tshirt,Rice Pack,2,6607,5,NetBanking,341,2351.18
1133,2024-02-25,184,Vikas,North,Bangalore,Grocery,Fruits,Rice Pack,1,16328,10,Card,130,2861.39
1134,2024-11-03,105,Ankit,East,Chennai,Furniture,Table,Study Table,4,21368,10,COD,325,14161.39
1135,2024-12-08,14,Ravi,East,Chennai,Electronics,Laptop,Office Chair,4,14849,5,NetBanking,552,13649.46
1136,2024-03-27,77,Kiran,West,Mumbai,Electronics,Laptop,Study Table,4,14810,15,NetBanking,573,11263.07
1137,2024-11-24,8,Priya,North,Pune,Electronics,Laptop,Polo Tshirt,5,12593,20,COD,151,10026.81
1138,2024-03-04,128,Priya,North,Bangalore,Electronics,TV,Polo Tshirt,1,45787,20,Card,443,8315
1139,2024-01-21,126,Ankit,South,Mumbai,Books,Novel,Story Book,5,45498,15,UPI,67,43564.78
1140,2024-01-23,43,Ankit,North,Bangalore,Electronics,Mobile,Samsung TV,2,29580,0,UPI,501,9709.35
1141,2024-02-07,108,Ankit,East,Jaipur,Electronics,TV,Story Book,5,7128,0,Card,308,8570.36
1142,2024-01-27,61,Nisha,West,Chennai,Clothing,Jacket,Office Chair,2,18487,0,NetBanking,599,4577.89
1143,2025-04-04,46,Nisha,East,Pune,Books,Novel,Story Book,4,23355,10,NetBanking,349,12875.55
1144,2024-03-05,143,Rahul,East,Pune,Electronics,Headphone,Dell Laptop,5,40176,0,COD,235,26197.19
1145,2025-01-20,98,Ankit,West,Kolkata,Books,Novel,Jeans Pant,5,45838,5,Card,344,39121.18
1146,2024-08-15,50,Priya,East,Pune,Clothing,Jeans,Polo Tshirt,5,2768,0,Card,271,3319.96
1147,2025-01-13,103,Amit,South,Chennai,Books,Novel,Jeans Pant,2,4095,0,COD,447,1495.91
1148,2024-11-07,107,Ravi,South,Kolkata,Books,Novel,iPhone,5,2279,0,UPI,102,2647.93
1149,2024-10-10,87,Ravi,South,Pune,Clothing,Tshirt,iPhone,4,25500,10,Card,296,16326.7
1150,2024-05-18,119,Priya,North,Mumbai,Books,Novel,Story Book,1,48778,15,UPI,565,4526.07
1151,2025-04-10,15,Pooja,East,Bangalore,Books,Study,Polo Tshirt,2,44211,10,Card,464,19105.92
1152,2025-02-24,7,Amit,East,Jaipur,Books,Comics,Wooden Bed,4,23807,0,Card,359,21832.77
1153,2024-06-26,5,Rohit,South,Delhi,Books,Comics,Dell Laptop,4,56576,10,Card,558,28363.64
1154,2025-04-21,140,Amit,East,Pune,Grocery,Snacks,Jeans Pant,4,58510,15,Card,617,36819.71
1155,2025-02-07,32,Nisha,North,Mumbai,Clothing,Tshirt,Rice Pack,5,716,0,NetBanking,432,535.96
1156,2024-12-01,14,Nisha,South,Chennai,Clothing,Jacket,Office Chair,1,34142,15,Card,676,2579.71
1157,2024-02-11,161,Vikas,South,Mumbai,Clothing,Jacket,Polo Tshirt,3,48951,0,UPI,530,24253.19
1158,2024-08-18,127,Kiran,West,Chennai,Clothing,Tshirt,Polo Tshirt,5,13508,20,NetBanking,117,7167.72
1159,2025-04-05,100,Pooja,West,Jaipur,Furniture,Bed,Samsung TV,5,56682,15,UPI,240,33064.92
1160,2024-06-10,71,Nisha,West,Chennai,Clothing,Jacket,Jeans Pant,5,25083,10,COD,560,10463.76
1161,2025-01-05,164,Ravi,West,Jaipur,Books,Comics,Rice Pack,3,63014,20,COD,635,23221.49
1162,2024-11-12,135,Rohit,West,Pune,Clothing,Jacket,Samsung TV,5,58604,10,NetBanking,628,65094.09
1163,2024-10-29,7,Vikas,West,Kolkata,Grocery,Oil,Samsung TV,1,53949,20,COD,213,6332.21
1164,2024-04-26,30,Ankit,North,Delhi,Books,Study,Samsung TV,1,60470,10,COD,457,11013.02
1165,2024-04-03,62,Suman,West,Mumbai,Clothing,Tshirt,Rice Pack,2,24146,5,Card,637,4050.66
1166,2025-01-10,182,Kiran,North,Chennai,Books,Magazine,iPhone,5,48634,5,COD,257,26489.72
1167,2024-10-26,28,Priya,West,Bangalore,Electronics,Laptop,iPhone,5,68054,5,Card,585,40341.87
1168,2024-01-11,140,Ravi,South,Kolkata,Books,Study,Jeans Pant,4,68085,20,NetBanking,70,37144.86
1169,2025-05-06,139,Pooja,South,Kolkata,Electronics,TV,Jeans Pant,1,41462,10,NetBanking,327,4627.92
1170,2024-10-25,75,Suman,East,Chennai,Books,Novel,Office Chair,3,68593,15,COD,327,35136.64
1171,2024-01-26,55,Amit,East,Bangalore,Grocery,Rice,Office Chair,5,18063,10,Card,606,15874.78
1172,2025-03-18,174,Priya,East,Delhi,Electronics,Headphone,Dell Laptop,1,15084,15,UPI,679,2748.64
1173,2024-03-30,97,Amit,West,Chennai,Electronics,Headphone,Story Book,3,2808,5,COD,287,775.85
1174,2025-05-15,12,Vikas,North,Mumbai,Electronics,Laptop,Office Chair,4,12039,20,UPI,582,7043.62
1175,2024-07-18,113,Amit,North,Kolkata,Grocery,Snacks,Dell Laptop,1,13059,10,NetBanking,518,2781.77
1176,2025-01-12,94,Amit,West,Mumbai,Grocery,Fruits,Office Chair,5,35786,15,COD,444,34728.29
1177,2024-06-22,77,Neha,West,Delhi,Furniture,Chair,Rice Pack,3,32452,15,NetBanking,421,16175.37
1178,2024-10-08,40,Neha,East,Pune,Grocery,Rice,Jeans Pant,2,49017,0,UPI,645,9264.8
1179,2025-04-22,12,Amit,West,Bangalore,Electronics,Headphone,Story Book,4,26871,10,UPI,185,13987.5
1180,2025-02-24,5,Amit,North,Kolkata,Furniture,Sofa,Study Table,2,42081,0,COD,299,7916.9
1181,2024-10-27,196,Ankit,West,Mumbai,Clothing,Jeans,Jeans Pant,2,12943,15,COD,85,4390.39
1182,2024-03-04,167,Neha,West,Chennai,Books,Study,Story Book,5,58834,10,COD,383,63647.8
1183,2024-11-18,182,Rohit,West,Bangalore,Electronics,Headphone,iPhone,3,55506,15,UPI,199,12934.69
1184,2024-09-24,148,Ravi,South,Hyderabad,Electronics,TV,Story Book,2,64097,10,COD,134,23047.66
1185,2024-10-30,45,Kiran,East,Pune,Electronics,Headphone,Story Book,3,48227,5,NetBanking,50,22402.86
1186,2024-05-29,198,Priya,East,Kolkata,Books,Novel,Story Book,3,27022,10,UPI,293,16001.24
1187,2024-10-05,167,Pooja,West,Chennai,Electronics,Headphone,Office Chair,4,5525,0,COD,103,3313.89
1188,2024-08-11,197,Suman,West,Delhi,Clothing,Jacket,Dell Laptop,2,57529,0,NetBanking,500,20733.08
1189,2024-11-03,128,Kiran,South,Hyderabad,Clothing,Jeans,Jeans Pant,4,60046,20,Card,117,39872.58
1190,2025-05-01,176,Ankit,East,Kolkata,Grocery,Snacks,Office Chair,2,807,10,NetBanking,66,159.85
1191,2024-03-26,85,Kiran,West,Chennai,Clothing,Jeans,Dell Laptop,1,16575,20,UPI,178,3058.73
1192,2024-06-20,164,Rahul,East,Delhi,Books,Novel,Office Chair,1,63833,10,UPI,225,8542.65
1193,2025-04-13,86,Neha,North,Jaipur,Electronics,Mobile,Office Chair,1,12027,20,NetBanking,465,1336.83
1194,2025-03-19,112,Vikas,South,Kolkata,Grocery,Rice,Rice Pack,3,54845,20,Card,53,23395.46
1195,2024-05-16,114,Pooja,South,Delhi,Electronics,Laptop,Wooden Bed,3,30851,0,NetBanking,255,9144.16
1196,2024-09-04,77,Pooja,West,Jaipur,Furniture,Bed,Dell Laptop,3,28528,15,Card,247,15142.13
1197,2024-04-05,160,Ravi,South,Bangalore,Grocery,Fruits,iPhone,1,36732,20,Card,329,3330.07
1198,2024-01-22,10,Amit,South,Hyderabad,Grocery,Snacks,Polo Tshirt,4,39936,0,COD,492,15572.96
1199,2024-06-25,110,Rahul,East,Hyderabad,Furniture,Bed,iPhone,2,5056,20,UPI,117,746.5
1200,2025-04-08,29,Suman,North,Pune,Books,Study,Jeans Pant,1,46695,20,NetBanking,476,9058.94
1201,2025-01-27,141,Kiran,East,Jaipur,Clothing,Jeans,Dell Laptop,3,68393,10,COD,341,23714.5
1202,2025-03-31,98,Priya,South,Mumbai,Furniture,Chair,Dell Laptop,3,15745,0,Card,557,5758.94
1203,2024-02-14,62,Suman,East,Delhi,Furniture,Sofa,Jeans Pant,3,37152,15,NetBanking,163,18050.65
1204,2024-02-05,85,Amit,North,Delhi,Books,Novel,iPhone,4,17167,20,COD,176,6388.73
1205,2025-01-20,190,Rahul,East,Pune,Furniture,Sofa,Jeans Pant,1,29028,20,COD,476,5374.27
1206,2024-05-21,138,Rohit,North,Mumbai,Furniture,Sofa,Samsung TV,4,63835,10,NetBanking,345,19437.96
1207,2024-10-08,190,Amit,East,Jaipur,Clothing,Jeans,Rice Pack,3,27051,0,UPI,98,16775.04
1208,2024-01-25,72,Neha,West,Mumbai,Books,Novel,Samsung TV,3,11363,0,COD,78,6923.77
1209,2024-02-15,26,Kiran,South,Kolkata,Furniture,Table,iPhone,4,64566,15,UPI,640,27696.6
1210,2024-01-23,19,Vikas,North,Chennai,Furniture,Sofa,Study Table,4,27915,20,UPI,232,9179.61
1211,2024-11-29,34,Kiran,West,Chennai,Grocery,Rice,Wooden Bed,4,47586,5,Card,73,21789.32
1212,2024-10-20,187,Ravi,South,Jaipur,Grocery,Fruits,Rice Pack,2,58681,0,Card,609,20925.93
1213,2025-02-28,36,Nisha,East,Chennai,Grocery,Snacks,Dell Laptop,4,52242,20,UPI,112,34586.39
1214,2024-12-29,88,Pooja,East,Pune,Electronics,TV,iPhone,1,1051,0,UPI,549,92.58
1215,2025-02-19,12,Pooja,South,Mumbai,Clothing,Jacket,Polo Tshirt,2,14860,10,Card,460,2560.68
1216,2025-02-03,165,Pooja,South,Chennai,Grocery,Oil,Wooden Bed,2,63408,10,COD,119,25326.11
1217,2024-03-08,3,Rohit,North,Hyderabad,Grocery,Fruits,Polo Tshirt,3,11260,15,NetBanking,601,2588.1
1218,2025-01-03,15,Vikas,South,Bangalore,Grocery,Snacks,Wooden Bed,4,48453,5,UPI,219,18786.51
1219,2024-05-12,144,Suman,East,Pune,Electronics,Headphone,Polo Tshirt,3,20987,10,UPI,401,9239.61
1220,2024-04-26,98,Neha,East,Pune,Clothing,Jacket,Jeans Pant,1,42374,15,Card,525,7390.17
1221,2025-03-14,74,Rohit,North,Pune,Books,Magazine,Dell Laptop,4,45289,20,COD,588,35582.3
1222,2024-01-23,188,Ravi,North,Jaipur,Electronics,Headphone,Study Table,3,69275,0,UPI,61,40365.41
1223,2025-03-28,124,Ravi,South,Bangalore,Clothing,Jeans,Polo Tshirt,5,19043,5,Card,667,21513.83
1224,2024-12-25,114,Ravi,South,Chennai,Grocery,Fruits,Rice Pack,3,9735,5,UPI,147,4213.09
1225,2024-11-14,197,Nisha,East,Jaipur,Furniture,Bed,Story Book,3,12896,5,COD,104,6804.08
1226,2024-07-01,86,Suman,North,Kolkata,Electronics,Headphone,Jeans Pant,1,31426,0,NetBanking,541,4520.01
1227,2024-03-16,1,Priya,North,Bangalore,Clothing,Tshirt,Story Book,2,17534,15,Card,503,5347.9
1228,2024-06-17,175,Amit,East,Pune,Books,Novel,Polo Tshirt,4,25718,15,NetBanking,398,17865.88
1229,2025-02-03,167,Ravi,South,Kolkata,Grocery,Oil,Wooden Bed,5,14001,0,COD,71,7273.29
1230,2024-01-03,137,Suman,South,Pune,Electronics,Headphone,Rice Pack,4,14095,20,UPI,219,7125.54
1231,2025-03-12,41,Nisha,West,Hyderabad,Books,Magazine,Rice Pack,1,38081,5,NetBanking,436,7674.92
1232,2025-04-09,187,Kiran,East,Jaipur,Electronics,Mobile,Office Chair,2,69235,15,UPI,127,29047.3
1233,2024-12-22,41,Ankit,North,Pune,Clothing,Jeans,iPhone,3,6089,20,Card,244,2484.74
1234,2024-07-25,7,Neha,South,Pune,Furniture,Chair,Polo Tshirt,2,58508,10,NetBanking,657,15179.71
1235,2024-06-20,16,Vikas,North,Pune,Grocery,Oil,Office Chair,3,69357,0,COD,147,23456.45
1236,2024-09-05,127,Rahul,South,Chennai,Books,Novel,Samsung TV,5,61352,5,Card,475,64363.95
1237,2024-12-24,39,Amit,East,Hyderabad,Furniture,Sofa,Dell Laptop,4,1917,0,UPI,165,1780.59
1238,2024-08-23,102,Neha,North,Delhi,Books,Comics,Polo Tshirt,1,50635,10,Card,610,8432.87
1239,2024-06-09,142,Nisha,South,Mumbai,Grocery,Snacks,Study Table,5,37864,5,COD,512,18103.53
